symbol,strike_price,expiry_date,option_type,identifier,instrument_token,last_price,change,p_change,volume,oi,iv,oi_day_high,oi_day_low,bid_qty,bid_price,ask_qty,ask_price
NIFTY,22900,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22900.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1817.0,1725,2443.65
NIFTY,22900,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22900.00,,33.4,1.5499999999999972,4.866562009419143,10,81.0,15.27,,,375,28.4,375,35.8
NIFTY,22950,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE22950.00,,1911.0,0.0,0.0,0,1.0,0.0,,,1725,1790.1,75,2037.15
NIFTY,22950,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22950.00,,1.05,-0.6499999999999999,-38.23529411764706,1498,489.0,27.13,,,15000,1.0,1800,1.1
NIFTY,22950,07-Oct-2025,CE,OPTIDXNIFTY07-10-2025CE22950.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1794.05,1725,2251.0
NIFTY,22950,07-Oct-2025,PE,OPTIDXNIFTY07-10-2025PE22950.00,,3.4,0.0,0.0,610,265.0,20.53,,,750,2.95,225,3.8
NIFTY,22950,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22950.00,,1969.0,0.0,0.0,0,1.0,0.0,,,1800,1897.75,1725,2231.55
NIFTY,22950,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22950.00,,13.95,-1.6500000000000004,-10.57692307692308,59,53.0,16.18,,,675,12.1,1725,19.5
NIFTY,22950,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22950.00,,0.0,0.0,0.0,0,0.0,0.0,,,750,1820.95,1725,2400.45
NIFTY,22950,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22950.00,,31.35,0.0,0.0,0,16.0,0.0,,,300,25.1,75,42.45
NIFTY,23000,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE23000.00,,1959.4,-153.0,-7.242946411664457,1085,9356.0,41.52,,,150,1956.1,75,1964.4
NIFTY,23000,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE23000.00,,1.1,-0.7,-38.888888888888886,106786,58984.0,26.62,,,2850,1.05,8250,1.1
NIFTY,23000,07-Oct-2025,CE,OPTIDXNIFTY07-10-2025CE23000.00,,1994.95,245.35000000000014,14.023205304069512,204,189.0,25.08,,,300,1803.6,75,2008.65
NIFTY,23000,07-Oct-2025,PE,OPTIDXNIFTY07-10-2025PE23000.00,,3.1,-0.3500000000000001,-10.144927536231886,2023,2454.0,19.83,,,75,2.95,450,3.1
NIFTY,23000,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE23000.00,,2087.0,-145.0999999999999,-6.500604811612379,874,4620.0,0.0,,,75,2078.75,75,2087.0
NIFTY,23000,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE23000.00,,13.8,-0.7999999999999989,-5.479452054794513,9284,14859.0,15.82,,,300,13.9,150,14.9
NIFTY,23000,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE23000.00,,2249.7,-133.30000000000018,-5.593789341166604,20,30.0,0.0,,,150,2205.9,75,2287.35
NIFTY,23000,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE23000.00,,35.35,2.8999999999999986,8.936825885978424,1427,3527.0,14.92,,,75,34.5,150,35.5
